"날짜","종가","시가","고가","저가","거래량","변동 %"
"2022- 10- 02","362.79","361.08","379.46","359.21","471.55M","1.57%"
"2022- 09- 25","357.18","366.41","372.30","357.04","578.34M","-2.93%"
"2022- 09- 18","367.95","382.26","389.31","363.29","469.12M","-4.57%"
"2022- 09- 11","385.56","408.78","411.73","382.11","467.95M","-5.17%"
"2022- 09- 04","406.60","393.13","407.51","388.42","305.13M","3.66%"
"2022- 08- 28","392.24","402.20","405.84","390.04","405.43M","-3.22%"
"2022- 08- 21","405.31","417.05","419.96","405.25","330.01M","-3.99%"
"2022- 08- 14","422.14","424.76","431.73","421.22","293.94M","-1.16%"
"2022- 08- 07","427.10","415.25","427.21","410.22","288.81M","3.30%"
"2022- 07- 31","413.47","409.15","415.68","406.82","303.72M","0.36%"
"2022- 07- 24","411.99","395.75","413.03","389.95","349.89M","4.28%"
"2022- 07- 17","395.09","388.38","400.18","380.66","350.65M","2.59%"
"2022- 07- 10","385.13","385.85","386.87","371.04","373.58M","-0.91%"
"2022- 07- 03","388.67","375.88","390.64","372.90","288.79M","1.95%"
"2022- 06- 26","381.24","391.05","393.16","372.56","405.72M","-2.27%"
"2022- 06- 19","390.08","371.89","390.09","370.18","344.21M","6.62%"
"2022- 06- 12","365.86","379.85","383.90","362.17","645.27M","-6.14%"
"2022- 06- 05","389.80","414.78","416.61","389.75","400.31M","-5.05%"
"2022- 05- 29","410.54","413.55","417.44","406.93","334.01M","-1.14%"
"2022- 05- 22","415.26","392.83","415.38","386.96","426.27M","6.58%"
"2022- 05- 15","389.63","399.98","408.57","380.54","509.27M","-3.01%"
"2022- 05- 08","401.72","405.10","406.41","385.15","659.71M","-2.34%"
"2022- 05- 01","411.34","412.07","429.66","405.02","727.29M","-0.16%"
"2022- 04- 24","412.00","423.67","429.64","411.21","596.61M","-3.30%"
"2022- 04- 17","426.04","436.81","450.01","425.44","426.94M","-2.68%"
"2022- 04- 10","437.79","444.11","445.75","436.65","346.07M","-2.19%"
"2022- 04- 03","447.57","453.13","457.83","443.47","398.08M","-1.18%"
"2022- 03- 27","452.92","452.06","462.07","449.14","445.53M","0.05%"
"2022- 03- 20","452.69","444.34","452.98","440.68","384.26M","1.84%"
"2022- 03- 13","444.52","420.89","444.86","415.79","555.93M","5.82%"
"2022- 03- 06","420.07","431.55","432.30","415.12","609.27M","-2.80%"
"2022- 02- 27","432.17","432.03","441.11","427.11","620.71M","-1.27%"
"2022- 02- 20","437.75","431.89","437.84","410.64","592.72M","0.81%"
"2022- 02- 13","434.23","439.92","448.06","431.82","531.43M","-1.41%"
"2022- 02- 06","440.46","449.51","457.88","438.94","551.39M","-1.84%"
"2022- 01- 30","448.70","441.24","458.12","439.81","629.25M","1.53%"
"2022- 01- 23","441.95","432.03","444.04","420.76","921.22M","0.91%"
"2022- 01- 16","437.98","459.74","459.96","437.95","543.88M","-5.75%"
"2022- 01- 09","464.72","462.70","473.20","456.60","448.33M","-0.29%"
"2022- 01- 02","466.09","476.30","479.98","464.65","420.36M","-1.87%"
"2021- 12- 26","474.96","472.06","479.00","472.01","279.15M","0.93%"
"2021- 12- 19","470.60","454.48","472.19","451.14","292.27M","2.33%"
"2021- 12- 12","459.87","470.19","472.87","458.06","554.09M","-2.31%"
"2021- 12- 05","470.74","456.13","470.90","453.56","405.13M","3.82%"
"2021- 11- 28","453.42","464.07","466.56","448.92","632.28M","-1.21%"
"2021- 11- 21","458.97","470.89","473.54","457.77","320.50M","-2.12%"
"2021- 11- 14","468.89","468.64","470.94","466.23","251.64M","0.35%"
"2021- 11- 07","467.27","469.70","470.23","462.04","259.30M","-0.27%"
"2021- 10- 31","468.53","460.30","470.65","458.20","269.09M","2.02%"
"2021- 10- 24","459.25","454.28","459.56","452.39","295.33M","1.35%"
"2021- 10- 17","453.12","443.97","454.67","443.27","258.93M","1.63%"
"2021- 10- 10","445.87","437.16","446.26","431.54","345.89M","1.83%"
"2021- 10- 03","437.86","433.00","441.68","426.36","479.28M","0.83%"
"2021- 09- 26","434.24","442.81","444.05","427.23","543.88M","-2.18%"
"2021- 09- 19","443.91","434.88","444.89","428.86","499.81M","0.57%"
"2021- 09- 12","441.40","448.64","448.92","441.02","436.94M","-0.91%"
"2021- 09- 05","445.44","452.71","452.81","445.31","255.77M","-1.69%"
"2021- 08- 29","453.08","450.97","454.05","450.71","246.44M","0.63%"
"2021- 08- 22","450.25","445.16","450.65","443.44","269.31M","1.55%"
"2021- 08- 15","443.36","444.53","447.11","436.12","420.78M","-0.57%"
"2021- 08- 08","445.92","442.46","445.94","441.31","207.01M","0.78%"
"2021- 08- 01","442.49","440.34","442.94","436.10","249.47M","0.91%"
"2021- 07- 25","438.51","439.31","441.80","435.99","279.98M","-0.33%"
"2021- 07- 18","439.94","426.19","440.30","421.97","423.96M","1.99%"
"2021- 07- 11","431.34","435.43","437.92","430.92","300.93M","-0.96%"
"2021- 07- 04","435.52","433.78","435.84","427.52","306.09M","0.42%"
"2021- 06- 27","433.72","427.17","434.10","425.89","265.10M","1.67%"
"2021- 06- 20","426.61","416.80","427.09","415.93","283.21M","2.82%"
"2021- 06- 13","414.92","424.43","425.46","414.70","383.88M","-2.21%"
"2021- 06- 06","424.31","422.59","424.63","420.32","243.72M","0.40%"
"2021- 05- 30","422.60","422.57","422.92","416.28","217.39M","0.61%"
"2021- 05- 23","420.04","417.34","421.25","417.08","267.14M","1.23%"
"2021- 05- 16","414.94","415.39","418.20","405.33","386.01M","-0.39%"
"2021- 05- 09","416.58","422.50","422.74","404.00","522.15M","-1.31%"
"2021- 05- 02","422.12","419.43","422.81","411.67","372.06M","1.16%"
"2021- 04- 25","417.30","417.44","420.72","416.30","318.80M","0.13%"
"2021- 04- 18","416.74","416.26","418.25","410.59","398.00M","-0.12%"
"2021- 04- 11","417.26","410.85","417.91","410.20","317.18M","1.40%"
"2021- 04- 04","411.49","403.46","411.67","403.38","328.51M","2.72%"
"2021- 03- 28","400.61","394.40","400.67","392.81","396.79M","1.17%"
"2021- 03- 21","395.98","390.03","396.41","383.90","492.59M","1.67%"
"2021- 03- 14","389.48","394.33","398.12","387.15","474.25M","-1.16%"
"2021- 03- 07","394.06","384.66","395.65","381.42","497.58M","2.72%"
"2021- 02- 28","383.63","385.59","390.92","371.88","640.36M","0.86%"
"2021- 02- 21","380.36","387.06","392.23","378.23","546.50M","-2.48%"
"2021- 02- 14","390.03","393.96","394.17","387.74","246.73M","-0.66%"
"2021- 02- 07","392.64","389.27","392.90","387.50","226.58M","1.27%"
"2021- 01- 31","387.71","373.72","388.47","370.38","288.51M","4.77%"
"2021- 01- 24","370.07","383.67","385.85","368.27","457.38M","-3.35%"
"2021- 01- 17","382.88","378.34","384.95","376.75","213.16M","1.91%"
"2021- 01- 10","375.70","377.85","381.13","373.70","306.18M","-1.46%"
"2021- 01- 03","381.26","375.31","381.49","364.82","425.08M","1.97%"
"2020- 12- 27","373.88","371.74","374.66","370.83","220.66M","1.32%"
"2020- 12- 20","369.00","364.97","378.46","362.03","217.43M","-0.05%"
"2020- 12- 13","369.18","368.64","372.46","364.47","392.37M","0.79%"
"2020- 12- 06","366.30","369.02","371.05","363.26","280.94M","-0.96%"
"2020- 11- 29","369.85","362.83","369.85","359.17","317.94M","1.70%"
"2020- 11- 22","363.67","357.28","364.18","354.87","199.49M","2.35%"
"2020- 11- 15","355.33","360.98","362.78","354.15","341.60M","-0.77%"
"2020- 11- 08","358.10","363.97","364.38","350.51","447.58M","2.27%"
"2020- 11- 01","350.16","330.20","352.19","327.24","463.33M","7.23%"
"2020- 10- 25","326.54","342.13","342.98","322.60","495.61M","-5.56%"
"2020- 10- 18","345.78","348.65","349.33","340.65","296.60M","-0.43%"
"2020- 10- 11","347.29","349.59","354.02","343.13","361.46M","0.13%"
"2020- 10- 04","346.85","336.06","347.35","334.38","297.61M","3.90%"
"2020- 09- 27","333.84","333.22","338.74","331.19","398.33M","1.55%"
"2020- 09- 20","328.73","325.70","331.20","319.80","403.93M","-0.58%"
"2020- 09- 13","330.65","337.49","343.06","327.97","398.14M","-1.02%"
"2020- 09- 06","334.06","336.71","342.64","331.00","381.18M","-2.48%"
"2020- 08- 30","342.57","350.35","358.75","334.87","477.81M","-2.28%"
"2020- 08- 23","350.58","342.12","350.72","339.45","244.47M","3.27%"
"2020- 08- 16","339.48","337.94","339.72","335.22","239.58M","0.78%"
"2020- 08- 09","336.84","335.06","338.28","332.01","256.79M","0.68%"
"2020- 08- 02","334.57","328.32","334.88","327.73","238.85M","2.47%"
"2020- 07- 26","326.52","321.63","326.63","319.64","301.31M","1.76%"
"2020- 07- 19","320.88","321.43","327.23","319.25","321.11M","-0.26%"
"2020- 07- 12","321.72","320.13","323.04","312.00","401.25M","1.30%"
"2020- 07- 05","317.59","316.37","317.88","310.68","340.17M","1.72%"
"2020- 06- 28","312.23","301.41","315.70","298.93","334.91M","4.06%"
"2020- 06- 21","300.05","307.99","314.50","299.42","493.36M","-2.78%"
"2020- 06- 14","308.64","298.02","315.64","296.74","573.19M","1.46%"
"2020- 06- 07","304.21","320.22","323.41","298.60","650.04M","-4.74%"
"2020- 05- 31","319.34","303.62","321.27","303.06","449.93M","4.94%"
"2020- 05- 24","304.32","301.93","306.84","295.46","403.80M","3.01%"
"2020- 05- 17","295.44","293.05","297.87","291.95","443.62M","3.20%"
"2020- 05- 10","286.28","290.34","294.24","272.99","553.23M","-2.11%"
"2020- 05- 03","292.44","280.74","292.95","279.13","385.95M","3.41%"
"2020- 04- 26","282.79","285.12","294.88","281.52","549.99M","-0.06%"
"2020- 04- 19","282.97","282.61","286.79","272.02","509.90M","-1.28%"
"2020- 04- 12","286.64","277.14","287.30","271.41","649.24M","3.03%"
"2020- 04- 05","278.20","257.84","281.20","248.17","733.55M","12.09%"
"2020- 03- 29","248.19","255.70","263.33","243.90","868.62M","-2.06%"
"2020- 03- 22","253.42","228.19","262.80","218.26","1.34B","10.76%"
"2020- 03- 15","228.80","241.18","256.90","228.02","1.52B","-15.05%"
"2020- 03- 08","269.32","275.30","288.52","247.68","1.56B","-9.46%"
"2020- 03- 01","297.46","298.21","313.84","290.23","1.13B","0.41%"
"2020- 02- 23","296.26","323.14","333.56","285.54","1.24B","-11.16%"
"2020- 02- 16","333.48","336.51","339.08","332.58","294.11M","-1.22%"
"2020- 02- 09","337.60","331.23","338.12","331.19","260.01M","1.63%"
"2020- 02- 02","332.20","323.35","334.19","323.22","312.27M","3.25%"
"2020- 01- 26","321.73","323.03","328.63","320.73","391.27M","-2.14%"
"2020- 01- 19","328.77","330.90","332.95","327.36","266.20M","-0.96%"
"2020- 01- 12","331.95","326.39","332.18","325.92","332.25M","1.92%"
"2020- 01- 05","325.71","320.49","327.46","320.36","268.68M","1.02%"
"2019- 12- 29","322.41","322.95","324.89","320.15","243.93M","-0.14%"
"2019- 12- 22","322.86","321.59","323.80","320.90","146.86M","0.66%"
"2019- 12- 15","320.73","319.22","321.97","317.25","426.89M","1.07%"
"2019- 12- 08","317.32","314.44","318.67","312.81","319.67M","0.78%"
"2019- 12- 01","314.87","314.59","315.31","307.13","290.21M","0.18%"
"2019- 11- 24","314.31","311.98","315.48","311.98","167.88M","1.08%"
"2019- 11- 17","310.96","311.53","312.69","309.06","296.47M","-0.27%"
"2019- 11- 10","311.79","307.42","311.84","307.27","251.59M","0.92%"
"2019- 11- 03","308.94","307.85","309.65","306.06","253.37M","0.91%"
"2019- 10- 27","306.14","302.94","306.19","301.73","276.27M","1.51%"
"2019- 10- 20","301.60","299.42","302.20","298.50","204.64M","1.22%"
"2019- 10- 13","297.97","295.93","300.24","295.57","250.07M","0.57%"
"2019- 10- 06","296.28","293.47","298.74","288.49","386.42M","0.66%"
"2019- 09- 29","294.35","295.97","298.45","284.82","419.59M","-0.36%"
"2019- 09- 22","295.40","297.55","299.84","293.69","361.85M","-0.97%"
"2019- 09- 15","298.28","299.84","302.63","297.41","350.84M","-0.93%"
"2019- 09- 08","301.09","299.14","302.46","295.97","313.04M","1.02%"
"2019- 09- 01","298.05","290.57","298.83","289.27","249.18M","1.91%"
"2019- 08- 25","292.45","287.27","294.24","285.25","321.70M","2.67%"
"2019- 08- 18","284.85","292.19","293.93","283.47","356.07M","-1.38%"
"2019- 08- 11","288.85","289.96","294.15","282.39","483.70M","-0.95%"
"2019- 08- 04","291.62","288.09","293.62","281.72","621.47M","-0.34%"
"2019- 07- 28","292.62","301.88","301.93","290.90","447.62M","-3.11%"
"2019- 07- 21","302.01","297.61","302.23","297.04","236.04M","1.63%"
"2019- 07- 14","297.17","301.13","301.13","296.70","241.36M","-1.16%"
"2019- 07- 07","300.65","297.01","300.73","295.48","236.78M","0.73%"
"2019- 06- 30","298.46","296.68","298.82","294.33","233.19M","1.86%"
"2019- 06- 23","293.00","294.23","294.58","290.35","280.90M","-0.34%"
"2019- 06- 16","294.00","289.52","296.31","289.18","403.19M","1.64%"
"2019- 06- 09","289.26","289.37","291.40","287.81","267.81M","0.56%"
"2019- 06- 02","287.65","275.31","288.85","273.09","388.53M","4.50%"
"2019- 05- 26","275.27","283.09","284.15","275.24","324.39M","-2.66%"
"2019- 05- 19","282.78","284.06","286.93","280.57","313.21M","-1.07%"
