"날짜","종가","시가","고가","저가","거래량","변동 %"
"2018- 07- 29","108.04","107.19","108.09","104.76","130.72M","0.33%"
"2018- 07- 22","107.68","106.30","111.15","106.13","155.20M","1.33%"
"2018- 07- 15","106.27","105.40","108.20","103.89","173.39M","0.80%"
"2018- 07- 08","105.43","101.65","105.60","101.10","106.14M","4.22%"
"2018- 07- 01","101.16","98.10","101.43","98.00","72.45M","2.59%"
"2018- 06- 24","98.61","100.00","100.11","97.26","148.33M","-1.79%"
"2018- 06- 17","100.41","100.01","102.52","99.42","140.54M","0.28%"
"2018- 06- 10","100.13","101.37","102.03","100.07","162.74M","-1.48%"
"2018- 06- 03","101.63","101.26","102.69","100.38","122.32M","0.83%"
"2018- 05- 27","100.79","97.84","100.86","97.23","113.63M","2.47%"
"2018- 05- 20","98.36","97.00","98.98","96.32","101.13M","2.08%"
"2018- 05- 13","96.36","97.92","98.69","95.83","96.55M","-1.37%"
"2018- 05- 06","97.70","95.17","97.95","95.05","114.22M","2.67%"
"2018- 04- 29","95.16","96.33","96.40","92.45","154.08M","-0.69%"
"2018- 04- 22","95.82","95.74","97.90","90.28","181.39M","0.86%"
"2018- 04- 15","95.00","94.07","97.07","93.42","122.81M","2.06%"
"2018- 04- 08","93.08","91.04","94.18","90.62","133.45M","3.16%"
"2018- 04- 01","90.23","90.47","93.06","87.51","189.09M","-1.14%"
"2018- 03- 25","91.27","90.61","95.14","88.40","211.33M","4.69%"
"2018- 03- 18","87.18","93.74","94.05","87.08","163.55M","-7.84%"
"2018- 03- 11","94.60","96.50","97.24","92.83","170.29M","-2.01%"
"2018- 03- 04","96.54","92.34","96.54","92.26","135.62M","3.75%"
"2018- 02- 25","93.05","94.40","95.84","90.86","157.20M","-1.07%"
"2018- 02- 18","94.06","91.47","94.07","91.01","108.56M","2.24%"
"2018- 02- 11","92.00","88.73","93.50","87.80","155.51M","4.33%"
"2018- 02- 04","88.18","90.56","93.24","83.83","279.27M","-3.92%"
"2018- 01- 28","91.78","95.14","96.07","91.50","214.06M","-2.42%"
"2018- 01- 21","94.06","90.00","94.06","89.74","135.85M","4.51%"
"2018- 01- 14","90.00","90.10","90.79","88.01","123.26M","0.45%"
"2018- 01- 07","89.60","88.20","89.78","87.24","102.33M","1.60%"
"2017- 12- 31","88.19","86.12","88.41","85.50","93.86M","3.10%"
"2017- 12- 24","85.54","85.31","86.05","85.03","53.88M","0.04%"
"2017- 12- 17","85.51","87.12","87.50","84.71","101.62M","-1.54%"
"2017- 12- 10","86.85","84.29","87.09","84.12","142.09M","3.20%"
"2017- 12- 03","84.16","84.42","84.58","80.70","139.08M","-0.12%"
"2017- 11- 26","84.26","83.31","85.06","83.17","130.16M","1.20%"
"2017- 11- 19","83.26","82.40","83.90","82.25","65.53M","1.04%"
"2017- 11- 12","82.40","83.66","84.10","82.24","95.42M","-1.75%"
"2017- 11- 05","83.87","84.20","84.90","82.90","96.41M","-0.32%"
"2017- 10- 29","84.14","83.70","84.54","82.88","122.78M","0.39%"
"2017- 10- 22","83.81","78.99","86.20","78.01","161.74M","6.34%"
"2017- 10- 15","78.81","77.42","78.97","77.25","80.46M","1.70%"
"2017- 10- 08","77.49","75.97","77.87","75.86","72.93M","1.96%"
"2017- 10- 01","76.00","74.71","76.12","73.71","75.97M","2.03%"
"2017- 09- 24","74.49","74.09","74.53","72.92","89.70M","0.11%"
"2017- 09- 17","74.41","75.23","75.97","73.85","94.29M","-1.20%"
"2017- 09- 10","75.31","74.31","75.49","74.07","100.00M","1.80%"
"2017- 09- 03","73.98","73.34","74.60","72.98","70.95M","0.05%"
"2017- 08- 27","73.94","73.06","74.96","72.05","92.33M","1.54%"
"2017- 08- 20","72.82","72.47","73.35","71.70","75.74M","0.46%"
