"날짜","종가","시가","고가","저가","거래량","변동 %"
"2016- 11- 27","42.86","43.21","43.29","42.64","2.72M","-0.88%"
"2016- 11- 20","43.24","42.62","43.25","42.62","3.87M","1.69%"
"2016- 11- 13","42.52","42.37","42.62","42.09","2.36M","0.64%"
"2016- 11- 06","42.25","41.47","42.53","41.41","4.15M","3.20%"
"2016- 10- 30","40.94","41.70","41.75","40.94","2.80M","-1.59%"
"2016- 10- 23","41.60","41.56","41.84","41.44","2.36M","0.51%"
"2016- 10- 16","41.39","41.54","41.68","41.12","2.40M","-0.41%"
"2016- 10- 09","41.56","42.15","42.25","41.18","2.86M","-0.95%"
"2016- 10- 02","41.96","42.25","42.25","41.72","8.28M","-0.83%"
"2016- 09- 25","42.31","41.87","42.47","41.57","2.74M","0.76%"
"2016- 09- 18","41.99","41.76","42.33","41.58","3.22M","0.31%"
"2016- 09- 11","41.86","41.51","42.30","41.36","7.54M","0.53%"
"2016- 09- 04","41.64","42.81","42.86","41.64","2.39M","-2.57%"
"2016- 08- 28","42.74","42.51","42.83","42.27","1.87M","0.61%"
"2016- 08- 21","42.48","42.65","42.89","42.33","1.96M","-0.47%"
"2016- 08- 14","42.68","42.86","42.96","42.45","1.78M","-0.19%"
"2016- 08- 07","42.76","42.64","42.82","42.46","1.95M","0.49%"
"2016- 07- 31","42.55","42.63","42.64","42.05","2.52M","-0.16%"
"2016- 07- 24","42.62","42.89","42.94","42.33","2.28M","-0.72%"
"2016- 07- 17","42.93","42.68","42.93","42.56","1.98M","0.70%"
"2016- 07- 10","42.63","42.02","42.77","42.00","3.86M","1.57%"
"2016- 07- 03","41.97","41.30","42.00","41.03","2.28M","1.18%"
"2016- 06- 26","41.48","39.95","41.53","39.47","5.84M","3.18%"
"2016- 06- 19","40.20","40.96","41.37","40.01","3.51M","-1.69%"
"2016- 06- 12","40.89","40.99","41.07","40.42","2.18M","-0.56%"
"2016- 06- 05","41.12","40.89","41.34","40.84","2.48M","0.86%"
"2016- 05- 29","40.77","40.76","40.82","40.40","1.99M","0.27%"
"2016- 05- 22","40.66","39.82","40.70","39.75","2.15M","2.11%"
"2016- 05- 15","39.82","40.00","40.43","39.39","3.06M","-0.40%"
"2016- 05- 08","39.98","40.17","40.60","39.90","2.48M","-0.40%"
"2016- 05- 01","40.14","40.12","40.29","39.80","3.31M","0.30%"
"2016- 04- 24","40.02","40.20","40.71","39.80","3.05M","-0.65%"
"2016- 04- 17","40.28","40.26","40.76","40.12","3.20M","-0.17%"
"2016- 04- 10","40.35","40.21","40.44","39.89","3.10M","0.72%"
"2016- 04- 03","40.06","40.24","40.28","39.76","3.57M","-0.47%"
"2016- 03- 27","40.25","39.81","40.34","39.60","3.49M","1.33%"
"2016- 03- 20","39.72","39.86","40.06","39.45","1.98M","-1.27%"
"2016- 03- 13","40.23","39.52","40.28","39.32","2.75M","1.46%"
"2016- 03- 06","39.65","38.93","39.67","38.84","4.49M","1.48%"
"2016- 02- 28","39.07","38.28","39.18","37.96","3.41M","2.12%"
"2016- 02- 21","38.26","38.14","38.75","37.43","3.02M","1.22%"
"2016- 02- 14","37.80","37.22","37.98","36.94","2.56M","2.55%"
"2016- 02- 07","36.86","36.63","37.20","35.95","5.57M","-0.35%"
"2016- 01- 31","36.99","37.38","37.81","36.68","6.57M","-1.83%"
"2016- 01- 24","37.68","36.47","37.68","36.14","3.39M","3.01%"
"2016- 01- 17","36.58","36.47","36.62","34.88","5.28M","1.30%"
"2016- 01- 10","36.11","36.89","37.18","35.74","5.46M","-1.58%"
"2016- 01- 03","36.69","38.06","38.39","36.60","9.34M","-4.85%"
"2015- 12- 27","38.56","38.77","39.30","38.56","3.37M","-0.98%"
"2015- 12- 20","38.94","38.07","39.06","37.86","2.80M","2.12%"
"2015- 12- 13","38.13","38.28","39.42","38.01","3.89M","-0.31%"
"2015- 12- 06","38.25","39.29","39.35","38.20","7.48M","-2.97%"
"2015- 11- 29","39.42","39.38","39.60","38.58","5.02M","0.31%"
"2015- 11- 22","39.30","39.10","39.41","38.88","922.89K","0.54%"
"2015- 11- 15","39.09","37.97","39.37","37.97","1.78M","2.98%"
"2015- 11- 08","37.96","39.11","39.11","37.92","1.73M","-3.26%"
"2015- 11- 01","39.24","39.16","39.77","38.88","1.80M","0.36%"
"2015- 10- 25","39.10","39.21","39.38","38.88","1.64M","-0.43%"
"2015- 10- 18","39.27","38.09","39.34","37.93","1.63M","2.80%"
"2015- 10- 11","38.20","37.98","38.20","37.55","1.17M","0.45%"
"2015- 10- 04","38.03","36.70","38.13","36.70","2.08M","4.22%"
"2015- 09- 27","36.49","35.66","36.49","35.21","3.23M","1.81%"
"2015- 09- 20","35.84","36.21","36.39","35.30","2.25M","-1.27%"
"2015- 09- 13","36.30","36.22","37.41","35.99","1.81M","0.14%"
"2015- 09- 06","36.25","36.24","36.89","35.84","1.71M","1.57%"
"2015- 08- 30","35.69","36.53","36.70","35.35","2.51M","-2.78%"
"2015- 08- 23","36.71","34.59","36.79","31.75","6.59M","0.33%"
"2015- 08- 16","36.59","38.47","38.69","36.59","3.25M","-5.11%"
"2015- 08- 09","38.56","38.42","38.71","38.00","1.52M","0.94%"
"2015- 08- 02","38.20","38.55","38.79","38.08","2.08M","-0.93%"
"2015- 07- 26","38.56","37.96","38.79","37.75","3.14M","1.31%"
"2015- 07- 19","38.06","39.18","39.20","38.03","2.14M","-2.76%"
"2015- 07- 12","39.14","38.92","39.32","38.70","1.51M","1.22%"
"2015- 07- 05","38.67","38.26","38.80","38.07","1.96M","0.34%"
"2015- 06- 28","38.54","38.64","38.86","38.20","2.33M","-1.28%"
"2015- 06- 21","39.04","39.52","39.67","38.94","1.49M","-1.34%"
"2015- 06- 14","39.57","39.09","39.91","38.88","1.84M","0.74%"
"2015- 06- 07","39.28","39.15","39.70","38.97","1.59M","0.18%"
"2015- 05- 31","39.21","40.02","40.04","39.17","2.04M","-1.75%"
"2015- 05- 24","39.91","40.11","40.16","39.72","1.63M","-0.70%"
"2015- 05- 17","40.19","40.42","40.48","40.18","1.18M","-0.64%"
"2015- 05- 10","40.45","40.22","40.45","39.66","1.45M","0.60%"
"2015- 05- 03","40.21","40.14","40.27","39.38","1.94M","0.37%"
"2015- 04- 26","40.06","40.19","40.24","39.57","1.72M","-0.20%"
"2015- 04- 19","40.14","39.74","40.17","39.72","1.87M","1.57%"
"2015- 04- 12","39.52","39.89","40.12","39.35","2.62M","-0.90%"
"2015- 04- 05","39.88","39.16","39.97","39.11","2.16M","1.58%"
"2015- 03- 29","39.26","39.50","39.77","39.03","8.32M","0.08%"
"2015- 03- 22","39.23","39.95","40.12","38.87","2.23M","-2.34%"
"2015- 03- 15","40.17","39.46","40.26","39.23","11.50M","2.14%"
"2015- 03- 08","39.33","39.81","39.98","39.03","2.05M","-1.03%"
"2015- 03- 01","39.74","40.60","40.83","39.65","2.29M","-2.19%"
"2015- 02- 22","40.63","40.64","40.79","40.46","1.17M","-0.05%"
"2015- 02- 15","40.65","40.61","40.71","40.23","1.41M","-0.10%"
"2015- 02- 08","40.69","39.92","40.69","39.72","1.58M","1.72%"
"2015- 02- 01","40.00","38.71","40.23","38.38","12.08M","3.60%"
"2015- 01- 25","38.61","39.88","40.01","38.55","3.02M","-3.33%"
"2015- 01- 18","39.94","39.93","40.45","39.46","6.43M","0.43%"
"2015- 01- 11","39.77","39.88","40.21","39.01","4.90M","-0.30%"
"2015- 01- 04","39.89","39.66","40.27","38.84","8.00M","0.20%"
"2014- 12- 28","39.81","40.46","40.49","39.63","1.54M","-1.70%"
"2014- 12- 21","40.50","40.13","40.60","40.01","1.17M","0.37%"
"2014- 12- 14","40.35","39.21","40.45","38.64","5.84M","3.49%"
"2014- 12- 07","38.99","40.52","40.52","38.98","1.80M","-3.92%"
"2014- 11- 30","40.58","40.35","40.65","40.26","2.69M","0.22%"
"2014- 11- 23","40.49","40.59","40.64","40.25","1.05M","0.07%"
"2014- 11- 16","40.46","39.94","40.71","39.86","1.49M","1.23%"
"2014- 11- 09","39.97","39.79","40.14","39.65","1.66M","0.60%"
"2014- 11- 02","39.73","39.36","39.74","39.13","2.73M","1.04%"
"2014- 10- 26","39.32","38.18","39.35","38.11","1.70M","2.64%"
"2014- 10- 19","38.31","37.07","38.32","36.95","2.40M","3.37%"
"2014- 10- 12","37.06","37.46","37.60","35.93","4.20M","-1.01%"
"2014- 10- 05","37.44","38.50","38.56","37.43","2.39M","-2.37%"
"2014- 09- 28","38.35","38.49","38.78","37.74","3.73M","-0.93%"
"2014- 09- 21","38.71","39.09","39.10","38.44","1.61M","-1.78%"
"2014- 09- 14","39.41","38.65","39.49","38.56","1.42M","2.05%"
