"Date","Price","Open","High","Low","Vol.","Change %"
"04/16/2017","5.80","5.61","5.86","5.60","43.58M","3.76%"
"04/09/2017","5.59","5.40","5.61","5.39","42.44M","3.14%"
"04/02/2017","5.42","5.63","5.66","5.39","56.66M","-3.90%"
"03/26/2017","5.64","5.08","5.68","5.06","78.62M","9.09%"
"03/19/2017","5.17","6.17","6.21","5.17","118.47M","-16.07%"
"03/12/2017","6.16","6.19","6.20","6.00","69.00M","-2.07%"
"03/05/2017","6.29","6.32","6.33","6.11","49.67M","-0.47%"
"02/26/2017","6.32","6.55","6.67","5.89","70.83M","-3.81%"
"02/19/2017","6.57","6.46","6.62","6.36","34.21M","2.82%"
"02/12/2017","6.39","6.44","6.52","6.31","32.79M","-0.47%"
"02/05/2017","6.42","6.18","6.44","6.13","33.13M","3.88%"
"01/29/2017","6.18","6.03","6.22","5.96","35.90M","1.64%"
"01/22/2017","6.08","5.92","6.17","5.86","51.02M","3.23%"
"01/15/2017","5.89","5.68","5.94","5.67","46.93M","3.70%"
"01/08/2017","5.68","6.15","6.28","5.57","95.60M","-7.34%"
"01/01/2017","6.13","6.36","6.51","6.12","38.23M","-3.01%"
"12/25/2016","6.32","6.35","6.50","6.27","27.10M","-0.47%"
"12/18/2016","6.35","6.35","6.63","6.26","34.01M","-0.16%"
"12/11/2016","6.36","6.51","6.71","6.28","49.07M","-2.15%"
"12/04/2016","6.50","6.11","6.58","6.07","48.78M","7.08%"
"11/27/2016","6.07","6.50","6.50","6.03","45.37M","-6.04%"
"11/20/2016","6.46","5.88","6.62","5.79","70.73M","10.05%"
"11/13/2016","5.87","5.61","5.88","5.55","35.30M","5.20%"
"11/06/2016","5.58","5.25","5.63","5.13","44.91M","7.72%"
"10/30/2016","5.18","5.99","6.04","5.03","107.76M","-13.23%"
"10/23/2016","5.97","6.34","6.34","5.92","46.73M","-4.48%"
"10/16/2016","6.25","6.33","6.39","6.11","55.61M","-1.42%"
"10/09/2016","6.34","6.71","6.79","6.28","48.02M","-4.95%"
"10/02/2016","6.67","6.90","6.96","6.58","47.22M","-3.33%"
"09/25/2016","6.90","7.03","7.05","6.78","28.92M","-2.13%"
"09/18/2016","7.05","6.85","7.14","6.85","40.16M","4.14%"
"09/11/2016","6.77","6.84","6.91","6.67","49.68M","-0.29%"
"09/04/2016","6.79","7.09","7.17","6.79","30.70M","-4.37%"
"08/28/2016","7.10","7.19","7.24","6.99","55.51M","-1.11%"
"08/21/2016","7.18","8.00","8.17","7.17","111.55M","-9.46%"
"08/14/2016","7.93","7.83","8.02","7.62","34.10M","1.15%"
"08/07/2016","7.84","7.54","7.93","7.38","42.67M","4.39%"
"07/31/2016","7.51","7.74","7.75","7.14","49.95M","-2.97%"
"07/24/2016","7.74","7.63","7.89","7.51","39.90M","0.52%"
"07/17/2016","7.70","7.00","7.96","6.97","92.29M","10.00%"
"07/10/2016","7.00","7.03","7.30","7.00","56.04M","2.34%"
"07/03/2016","6.84","6.76","6.85","6.43","36.02M","1.18%"
"06/26/2016","6.76","6.33","6.84","6.29","51.68M","6.79%"
"06/19/2016","6.33","6.61","6.71","6.32","36.00M","-3.21%"
"06/12/2016","6.54","6.61","6.67","6.34","55.74M","-1.36%"
"06/05/2016","6.63","7.07","7.20","6.54","54.47M","-7.40%"
"05/29/2016","7.16","7.22","7.34","7.08","71.35M","-0.56%"
"05/22/2016","7.20","7.15","7.61","6.91","84.50M","1.12%"
"05/15/2016","7.12","7.19","7.35","6.88","61.73M","-0.84%"
"05/08/2016","7.18","7.53","7.67","7.10","45.26M","-4.52%"
"05/01/2016","7.52","8.20","8.21","7.34","49.05M","-8.29%"
"04/24/2016","8.20","8.17","8.43","8.09","44.61M","0.00%"
"04/17/2016","8.20","7.96","8.32","7.91","124.00M","3.14%"
"04/10/2016","7.95","7.43","8.04","7.43","45.32M","7.87%"
"04/03/2016","7.37","7.85","7.85","7.25","45.36M","-5.87%"
"03/27/2016","7.83","7.24","8.11","7.10","75.20M","3.43%"
"03/20/2016","7.57","7.73","7.92","7.40","47.96M","-1.82%"
"03/13/2016","7.71","7.69","8.07","7.49","55.65M","0.26%"
"03/06/2016","7.69","7.76","7.92","7.45","45.69M","-1.54%"
"02/28/2016","7.81","7.61","8.24","7.29","58.69M","2.36%"
"02/21/2016","7.63","7.13","7.65","7.07","31.09M","8.23%"
"02/14/2016","7.05","6.83","7.45","6.72","32.01M","4.44%"
"02/07/2016","6.75","6.64","6.99","6.53","46.65M","0.60%"
"01/31/2016","6.71","6.55","6.80","6.19","41.59M","2.44%"
"01/24/2016","6.55","6.40","6.70","6.23","39.74M","2.02%"
"01/17/2016","6.42","6.49","6.51","6.08","35.61M","0.16%"
"01/10/2016","6.41","7.08","7.39","6.21","88.18M","-9.59%"
"01/03/2016","7.09","6.76","7.25","6.75","67.46M","1.14%"
"12/27/2015","7.01","7.09","7.24","7.01","30.00M","-1.13%"
"12/20/2015","7.09","7.13","7.28","7.01","40.53M","-1.39%"
"12/13/2015","7.19","7.50","7.79","6.97","62.18M","-4.13%"
"12/06/2015","7.50","8.30","8.51","7.49","76.03M","-9.86%"
"11/29/2015","8.32","8.89","8.96","8.05","62.07M","-7.56%"
"11/22/2015","9.00","8.29","9.56","8.25","102.19M","-8.26%"
"11/15/2015","9.81","9.25","9.94","9.22","49.21M","5.60%"
"11/08/2015","9.29","11.69","11.71","9.27","65.32M","-20.67%"
"11/01/2015","11.71","11.51","11.87","11.39","26.40M","1.65%"
"10/25/2015","11.52","11.34","11.64","10.89","21.94M","1.59%"
"10/18/2015","11.34","11.12","11.90","11.00","29.29M","1.98%"
"10/11/2015","11.12","11.07","11.16","10.68","16.38M","0.18%"
"10/04/2015","11.10","10.40","11.12","10.38","28.63M","6.94%"
"09/27/2015","10.38","10.21","10.41","9.91","35.95M","1.27%"
"09/20/2015","10.25","10.68","10.71","10.11","25.89M","-3.03%"
"09/13/2015","10.57","10.71","11.11","10.56","31.34M","-1.21%"
"09/06/2015","10.70","10.49","10.72","10.19","26.38M","3.78%"
"08/30/2015","10.31","10.57","10.70","10.18","43.86M","-2.92%"
"08/23/2015","10.62","10.46","11.75","9.66","88.73M","-5.26%"
"08/16/2015","11.21","11.86","11.93","11.16","31.97M","-5.48%"
"08/09/2015","11.86","11.47","11.96","11.16","29.13M","5.05%"
"08/02/2015","11.29","11.49","11.66","11.13","25.24M","-1.48%"
"07/26/2015","11.46","11.35","11.62","11.18","23.35M","0.79%"
"07/19/2015","11.37","11.62","11.90","11.33","28.86M","-2.57%"
"07/12/2015","11.67","11.80","11.94","11.54","38.37M","-0.60%"
"07/05/2015","11.74","10.78","11.84","10.74","42.29M","7.81%"
"06/28/2015","10.89","10.93","11.12","10.69","20.67M","-1.09%"
"06/21/2015","11.01","10.81","11.38","10.75","40.96M","2.23%"
"06/14/2015","10.77","10.72","10.96","10.49","39.07M","0.28%"
"06/07/2015","10.74","11.01","11.07","10.67","30.76M","-2.72%"
"05/31/2015","11.04","10.94","11.11","10.60","43.81M","1.75%"
"05/24/2015","10.85","10.17","11.12","9.85","62.31M","6.37%"
"05/17/2015","10.20","10.03","10.24","9.92","22.38M","1.80%"
"05/10/2015","10.02","10.02","10.12","9.63","24.23M","-0.30%"
"05/03/2015","10.05","9.83","10.12","9.62","24.75M","2.66%"
"04/26/2015","9.79","10.18","10.25","9.61","20.60M","-3.83%"
"04/19/2015","10.18","9.95","10.19","9.90","21.60M","2.72%"
"04/12/2015","9.91","10.10","10.32","9.87","34.64M","-1.88%"
"04/05/2015","10.10","9.50","10.10","9.42","30.59M","5.76%"
"03/29/2015","9.55","9.60","9.70","9.30","34.97M","-0.42%"
"03/22/2015","9.59","10.27","10.43","9.29","67.01M","-6.26%"
"03/15/2015","10.23","10.18","10.34","10.04","25.41M","0.49%"
"03/08/2015","10.18","10.03","10.67","9.77","31.46M","1.39%"
"03/01/2015","10.04","9.60","10.14","9.45","32.28M","8.66%"
"02/22/2015","9.24","9.48","9.50","9.17","22.09M","-1.39%"
"02/15/2015","9.37","9.34","9.55","9.15","17.90M","0.32%"
"02/08/2015","9.34","9.13","9.55","9.13","33.47M","1.63%"
"02/01/2015","9.19","8.78","9.48","8.63","35.09M","4.31%"
"01/25/2015","8.81","9.35","9.82","8.77","54.45M","-5.78%"
"01/18/2015","9.35","9.08","9.38","8.80","45.84M","2.86%"
"01/11/2015","9.09","8.14","9.34","7.92","93.54M","12.64%"
"01/04/2015","8.07","8.38","9.01","8.02","84.03M","-4.50%"
"12/28/2014","8.45","8.38","8.60","8.22","31.05M","0.48%"
"12/21/2014","8.41","9.12","9.15","8.30","62.48M","-2.44%"
"12/14/2014","8.62","8.15","8.62","7.95","82.01M","6.82%"
"12/07/2014","8.07","9.28","9.28","8.06","103.69M","-13.78%"
"11/30/2014","9.36","9.40","9.42","8.79","83.82M","-0.95%"
"11/23/2014","9.45","9.43","9.57","9.22","70.12M","-0.11%"
"11/16/2014","9.46","11.09","11.18","9.28","130.13M","-14.77%"
"11/09/2014","11.10","10.92","11.18","10.59","55.07M","1.65%"
"11/02/2014","10.92","10.69","11.21","10.53","39.64M","2.15%"
"10/26/2014","10.69","10.50","10.97","9.83","48.78M","1.71%"
"10/19/2014","10.51","9.93","10.60","9.88","41.78M","5.52%"
"10/12/2014","9.96","9.53","10.09","8.96","68.49M","3.97%"
"10/05/2014","9.58","10.12","10.15","9.53","52.56M","-5.34%"
"09/28/2014","10.12","10.44","10.59","9.90","40.52M","-3.71%"
"09/21/2014","10.51","10.83","10.92","10.42","33.76M","-3.13%"
