"날짜","종가","시가","고가","저가","거래량","변동 %"
"2017- 08- 06","3.90","4.21","4.36","3.82","4.83B","-6.70%"
"2017- 07- 30","4.18","4.12","4.25","4.02","2.50B","1.70%"
"2017- 07- 23","4.11","4.21","4.25","3.94","3.09B","-2.14%"
"2017- 07- 16","4.20","4.16","4.23","4.03","3.74B","1.94%"
"2017- 07- 09","4.12","3.74","4.16","3.72","5.17B","12.26%"
"2017- 07- 02","3.67","3.63","3.69","3.46","2.93B","1.66%"
"2017- 06- 25","3.61","3.88","3.92","3.59","4.85B","-6.23%"
"2017- 06- 18","3.85","3.84","4.04","3.83","4.11B","1.58%"
"2017- 06- 11","3.79","3.65","3.87","3.55","6.44B","1.34%"
"2017- 06- 04","3.74","3.57","4.21","3.56","7.04B","4.18%"
"2017- 05- 28","3.59","3.59","3.67","3.55","2.87B","1.13%"
"2017- 05- 21","3.55","3.44","3.63","3.39","3.72B","4.41%"
"2017- 05- 14","3.40","3.24","3.46","3.18","5.65B","6.25%"
"2017- 05- 07","3.20","2.61","3.26","2.56","6.24B","23.08%"
"2017- 04- 30","2.60","2.62","2.67","2.56","1.71B","-0.38%"
"2017- 04- 23","2.61","2.57","2.65","2.55","1.76B","2.76%"
"2017- 04- 16","2.54","2.40","2.54","2.40","1.99B","6.28%"
"2017- 04- 09","2.39","2.51","2.52","2.39","2.30B","-4.78%"
"2017- 04- 02","2.51","2.72","2.74","2.46","3.53B","-7.72%"
"2017- 03- 26","2.72","2.64","2.75","2.59","2.26B","1.12%"
"2017- 03- 19","2.69","2.67","2.75","2.63","3.25B","1.51%"
"2017- 03- 12","2.65","2.49","2.65","2.49","3.55B","6.85%"
"2017- 03- 05","2.48","2.42","2.53","2.38","3.10B","0.81%"
"2017- 02- 26","2.46","2.56","2.63","2.41","3.47B","-3.15%"
"2017- 02- 19","2.54","2.71","2.79","2.39","3.61B","-5.22%"
"2017- 02- 12","2.68","2.83","2.85","2.62","3.62B","-5.63%"
"2017- 02- 05","2.84","2.85","3.02","2.81","4.20B","-0.70%"
"2017- 01- 29","2.86","2.77","2.90","2.70","2.30B","2.51%"
"2017- 01- 22","2.79","2.60","2.80","2.59","2.25B","7.31%"
"2017- 01- 15","2.60","2.58","2.67","2.48","2.37B","0.39%"
"2017- 01- 08","2.59","2.59","2.73","2.54","3.41B","0.39%"
"2017- 01- 01","2.58","2.61","2.66","2.48","4.51B","-3.37%"
"2016- 12- 25","2.67","2.80","3.00","2.57","6.88B","-2.55%"
"2016- 12- 18","2.74","2.49","2.75","2.48","3.54B","9.16%"
"2016- 12- 11","2.51","2.25","2.52","2.19","3.81B","9.13%"
"2016- 12- 04","2.30","2.25","2.42","2.23","2.35B","4.07%"
"2016- 11- 27","2.21","2.35","2.37","2.12","2.68B","-5.96%"
"2016- 11- 20","2.35","2.35","2.38","2.31","1.41B","0.86%"
"2016- 11- 13","2.33","2.20","2.37","2.09","4.37B","5.91%"
"2016- 11- 06","2.20","1.74","2.22","1.67","4.42B","30.18%"
"2016- 10- 30","1.69","1.77","1.80","1.66","1.66B","-3.98%"
"2016- 10- 23","1.76","1.70","1.82","1.70","1.75B","4.14%"
"2016- 10- 16","1.69","1.65","1.70","1.64","1.26B","2.42%"
"2016- 10- 09","1.65","1.68","1.69","1.59","1.82B","-1.20%"
"2016- 10- 02","1.67","1.71","1.74","1.66","1.48B","-2.34%"
"2016- 09- 25","1.71","1.61","1.73","1.59","1.72B","5.56%"
"2016- 09- 18","1.62","1.59","1.64","1.57","1.67B","3.18%"
"2016- 09- 11","1.57","1.47","1.58","1.43","2.81B","5.37%"
"2016- 09- 04","1.49","1.57","1.58","1.48","1.72B","-4.49%"
"2016- 08- 28","1.56","1.56","1.58","1.53","1.70B","0.65%"
"2016- 08- 21","1.55","1.56","1.58","1.52","1.59B","-0.64%"
"2016- 08- 14","1.56","1.58","1.59","1.52","2.08B","-1.27%"
"2016- 08- 07","1.58","1.48","1.58","1.45","3.16B","8.22%"
"2016- 07- 31","1.46","1.43","1.46","1.39","1.53B","2.10%"
"2016- 07- 24","1.43","1.38","1.43","1.37","1.91B","4.38%"
"2016- 07- 17","1.37","1.33","1.37","1.32","1.61B","3.79%"
"2016- 07- 10","1.32","1.29","1.34","1.29","1.96B","3.94%"
"2016- 07- 03","1.27","1.16","1.28","1.15","1.52B","8.55%"
"2016- 06- 26","1.17","1.13","1.18","1.11","1.80B","2.63%"
"2016- 06- 19","1.14","1.19","1.21","1.13","2.02B","-2.56%"
"2016- 06- 12","1.17","1.16","1.19","1.15","1.79B","0.86%"
"2016- 06- 05","1.16","1.17","1.19","1.15","1.62B","0.00%"
"2016- 05- 29","1.16","1.15","1.19","1.14","1.59B","0.87%"
"2016- 05- 22","1.15","1.11","1.15","1.10","1.88B","3.60%"
"2016- 05- 15","1.11","1.02","1.11","1.01","2.93B","8.82%"
"2016- 05- 08","1.02","0.89","1.02","0.87","3.71B","15.91%"
"2016- 05- 01","0.88","0.90","0.91","0.86","1.44B","-1.12%"
"2016- 04- 24","0.89","0.91","0.93","0.88","1.46B","-2.20%"
"2016- 04- 17","0.91","0.93","0.93","0.90","1.22B","-2.15%"
"2016- 04- 10","0.93","0.90","0.94","0.88","1.88B","4.49%"
"2016- 04- 03","0.89","0.91","0.92","0.87","1.82B","-1.11%"
"2016- 03- 27","0.90","0.86","0.91","0.86","1.63B","4.65%"
"2016- 03- 20","0.86","0.84","0.87","0.83","1.25B","1.18%"
"2016- 03- 13","0.85","0.80","0.86","0.79","1.68B","4.94%"
"2016- 03- 06","0.81","0.81","0.81","0.78","1.30B","0.00%"
"2016- 02- 28","0.81","0.79","0.83","0.78","1.38B","2.53%"
"2016- 02- 21","0.79","0.77","0.80","0.77","1.87B","3.95%"
"2016- 02- 14","0.76","0.65","0.77","0.65","2.85B","18.75%"
"2016- 02- 07","0.64","0.65","0.66","0.62","2.05B","-3.03%"
"2016- 01- 31","0.66","0.73","0.74","0.66","1.91B","-9.59%"
"2016- 01- 24","0.73","0.71","0.73","0.69","1.32B","2.82%"
"2016- 01- 17","0.71","0.69","0.72","0.66","1.68B","4.41%"
"2016- 01- 10","0.68","0.74","0.77","0.67","2.80B","-8.11%"
"2016- 01- 03","0.74","0.81","0.84","0.74","2.34B","-9.76%"
"2015- 12- 27","0.82","0.82","0.85","0.81","674.56M","-1.20%"
"2015- 12- 20","0.83","0.81","0.83","0.81","589.20M","3.75%"
"2015- 12- 13","0.80","0.81","0.84","0.80","1.47B","-1.23%"
"2015- 12- 06","0.81","0.84","0.84","0.81","1.48B","-3.57%"
"2015- 11- 29","0.84","0.79","0.85","0.78","1.74B","7.69%"
"2015- 11- 22","0.78","0.79","0.79","0.77","663.28M","0.00%"
"2015- 11- 15","0.78","0.75","0.79","0.75","1.45B","5.41%"
"2015- 11- 08","0.74","0.78","0.79","0.74","2.25B","-6.33%"
"2015- 11- 01","0.79","0.71","0.80","0.69","2.66B","11.27%"
"2015- 10- 25","0.71","0.72","0.72","0.69","1.30B","0.00%"
"2015- 10- 18","0.71","0.70","0.72","0.68","1.63B","1.43%"
"2015- 10- 11","0.70","0.65","0.70","0.65","2.11B","7.69%"
"2015- 10- 04","0.65","0.62","0.66","0.62","2.13B","4.84%"
"2015- 09- 27","0.62","0.59","0.62","0.58","2.21B","5.08%"
"2015- 09- 20","0.59","0.58","0.60","0.56","1.42B","1.72%"
"2015- 09- 13","0.58","0.57","0.59","0.56","1.29B","1.75%"
"2015- 09- 06","0.57","0.56","0.57","0.55","1.19B","5.56%"
"2015- 08- 30","0.54","0.57","0.57","0.54","1.47B","-5.26%"
"2015- 08- 23","0.57","0.51","0.57","0.50","2.70B","5.56%"
"2015- 08- 16","0.54","0.59","0.59","0.54","1.62B","-8.47%"
"2015- 08- 09","0.59","0.57","0.60","0.57","1.97B","3.51%"
"2015- 08- 02","0.57","0.50","0.58","0.50","2.95B","14.00%"
"2015- 07- 26","0.50","0.48","0.51","0.48","1.03B","2.04%"
"2015- 07- 19","0.49","0.50","0.50","0.48","1.05B","-2.00%"
"2015- 07- 12","0.50","0.50","0.50","0.49","1.23B","2.04%"
"2015- 07- 05","0.49","0.51","0.51","0.48","1.72B","-3.92%"
"2015- 06- 28","0.51","0.51","0.52","0.50","1.16B","-1.92%"
"2015- 06- 21","0.52","0.55","0.55","0.52","1.95B","-5.45%"
"2015- 06- 14","0.55","0.53","0.55","0.52","1.45B","3.77%"
"2015- 06- 07","0.53","0.55","0.56","0.53","1.74B","-5.36%"
"2015- 05- 31","0.56","0.56","0.57","0.54","1.48B","1.82%"
"2015- 05- 24","0.55","0.52","0.56","0.51","1.35B","5.77%"
"2015- 05- 17","0.52","0.53","0.54","0.52","1.23B","-1.89%"
"2015- 05- 10","0.53","0.51","0.54","0.51","1.75B","1.92%"
"2015- 05- 03","0.52","0.57","0.57","0.51","2.49B","-8.77%"
"2015- 04- 26","0.57","0.55","0.57","0.55","1.15B","3.64%"
"2015- 04- 19","0.55","0.56","0.56","0.54","1.17B","-1.79%"
"2015- 04- 12","0.56","0.57","0.57","0.55","1.15B","-1.75%"
"2015- 04- 05","0.57","0.52","0.57","0.52","1.93B","7.55%"
"2015- 03- 29","0.53","0.54","0.54","0.52","1.13B","0.00%"
"2015- 03- 22","0.53","0.57","0.58","0.51","1.93B","-10.17%"
"2015- 03- 15","0.59","0.57","0.59","0.57","1.72B","3.51%"
"2015- 03- 08","0.57","0.56","0.58","0.56","1.78B","1.79%"
"2015- 03- 01","0.56","0.55","0.57","0.55","1.27B","1.82%"
"2015- 02- 22","0.55","0.56","0.56","0.55","708.55M","-1.79%"
"2015- 02- 15","0.56","0.56","0.56","0.55","701.48M","0.00%"
"2015- 02- 08","0.56","0.51","0.56","0.50","1.81B","9.80%"
"2015- 02- 01","0.51","0.48","0.52","0.47","975.56M","6.25%"
"2015- 01- 25","0.48","0.52","0.52","0.48","1.30B","-7.69%"
"2015- 01- 18","0.52","0.50","0.52","0.49","565.22M","4.00%"
"2015- 01- 11","0.50","0.50","0.51","0.48","953.17M","0.00%"
"2015- 01- 04","0.50","0.50","0.50","0.48","1.21B","0.00%"
"2014- 12- 28","0.50","0.51","0.52","0.50","475.44M","-1.96%"
"2014- 12- 21","0.51","0.51","0.53","0.51","356.54M","0.00%"
"2014- 12- 14","0.51","0.50","0.52","0.48","1.34B","4.08%"
"2014- 12- 07","0.49","0.53","0.53","0.49","1.13B","-7.55%"
"2014- 11- 30","0.53","0.52","0.53","0.51","1.07B","1.92%"
"2014- 11- 23","0.52","0.51","0.53","0.51","670.34M","1.96%"
"2014- 11- 16","0.51","0.49","0.51","0.49","1.03B","4.08%"
"2014- 11- 09","0.49","0.49","0.50","0.48","1.10B","0.00%"
"2014- 11- 02","0.49","0.50","0.52","0.49","1.85B","0.00%"
"2014- 10- 26","0.49","0.46","0.49","0.46","932.62M","6.52%"
"2014- 10- 19","0.46","0.44","0.46","0.43","1.22B","4.55%"
"2014- 10- 12","0.44","0.42","0.45","0.42","1.82B","4.76%"
"2014- 10- 05","0.42","0.46","0.46","0.42","1.76B","-8.70%"
"2014- 09- 28","0.46","0.46","0.47","0.44","1.36B","0.00%"
"2014- 09- 21","0.46","0.49","0.49","0.46","1.12B","-4.17%"
"2014- 09- 14","0.48","0.48","0.49","0.47","1.51B","0.00%"
