"Date","Price","Open","High","Low","Vol.","Change %"
"03/26/2017","132.31","129.66","132.67","129.33","91.84M","1.34%"
"03/19/2017","130.56","131.58","132.36","129.61","118.40M","-0.81%"
"03/12/2017","131.62","131.27","132.34","130.69","87.15M","0.23%"
"03/05/2017","131.32","130.49","131.53","130.07","86.08M","0.28%"
"02/26/2017","130.95","129.95","131.61","129.59","88.10M","0.58%"
"02/19/2017","130.19","129.96","130.63","129.31","66.70M","0.35%"
"02/12/2017","129.74","127.69","129.75","127.65","84.01M","1.91%"
"02/05/2017","127.31","125.35","127.49","125.28","73.20M","1.35%"
"01/29/2017","125.61","125.30","125.74","123.78","99.02M","-0.10%"
"01/22/2017","125.73","123.10","125.85","122.51","81.22M","2.06%"
"01/15/2017","123.19","122.73","123.76","122.37","61.84M","0.07%"
"01/08/2017","123.10","121.97","123.31","121.54","92.33M","1.01%"
"01/01/2017","121.87","119.25","122.19","118.83","86.78M","2.91%"
"12/25/2016","118.42","120.38","121.46","118.08","89.10M","-1.43%"
"12/18/2016","120.14","119.68","120.77","119.49","65.33M","0.50%"
"12/11/2016","119.54","118.89","121.05","118.41","155.53M","0.08%"
"12/04/2016","119.44","116.26","119.48","115.71","115.78M","3.29%"
"11/27/2016","115.64","118.58","119.45","115.16","135.11M","-2.61%"
"11/20/2016","118.74","117.54","119.13","117.51","69.21M","1.26%"
"11/13/2016","117.26","115.78","118.04","113.97","121.27M","1.31%"
"11/06/2016","115.74","115.39","118.32","114.14","231.54M","1.89%"
"10/30/2016","113.59","117.47","117.47","113.39","132.41M","-2.95%"
"10/23/2016","117.04","118.87","119.60","116.68","114.42M","-0.89%"
"10/16/2016","118.09","117.04","118.35","116.61","81.00M","0.86%"
"10/09/2016","117.08","119.00","119.42","115.88","105.86M","-1.12%"
"10/02/2016","118.41","118.47","119.11","117.83","86.91M","-0.21%"
"09/25/2016","118.66","117.60","119.01","117.09","104.19M","0.33%"
"09/18/2016","118.27","117.51","119.16","116.49","110.68M","0.89%"
"09/11/2016","117.23","113.58","117.75","113.57","180.79M","2.64%"
"09/04/2016","114.22","117.23","118.06","114.20","107.01M","-2.43%"
"08/28/2016","117.06","116.75","117.50","115.85","86.23M","0.29%"
"08/21/2016","116.72","117.03","117.95","116.02","92.39M","-0.41%"
"08/14/2016","117.20","117.27","117.91","116.37","70.70M","0.05%"
"08/07/2016","117.14","116.76","117.31","116.22","72.67M","0.36%"
"07/31/2016","116.72","115.25","118.72","114.16","86.31M","1.35%"
"07/24/2016","115.17","113.50","115.48","113.16","101.16M","1.39%"
"07/17/2016","113.59","111.80","113.72","111.79","103.54M","1.66%"
"07/10/2016","111.74","110.62","112.24","110.60","102.10M","1.36%"
"07/03/2016","110.24","107.52","110.30","106.51","94.37M","2.06%"
"06/26/2016","108.02","103.55","108.42","101.70","165.87M","3.63%"
"06/19/2016","104.24","107.67","108.73","104.01","152.82M","-2.06%"
"06/12/2016","106.43","108.28","108.87","106.18","135.90M","-2.25%"
"06/05/2016","108.88","110.19","110.69","108.50","89.79M","-1.02%"
"05/29/2016","110.00","110.22","110.54","109.28","79.90M","-0.06%"
"05/22/2016","110.07","106.49","110.08","106.17","125.88M","3.44%"
"05/15/2016","106.41","105.61","107.15","104.49","133.31M","0.92%"
"05/08/2016","105.44","105.55","107.43","105.08","111.69M","-0.08%"
"05/01/2016","105.52","105.91","106.81","104.35","142.40M","-0.13%"
"04/24/2016","105.66","108.56","109.33","104.82","163.85M","-2.99%"
"04/17/2016","108.92","110.27","111.38","108.06","136.98M","-1.50%"
"04/10/2016","110.58","109.42","111.27","107.96","118.25M","1.51%"
"04/03/2016","108.94","110.25","110.65","108.55","113.79M","-1.23%"
"03/27/2016","110.30","107.50","110.34","106.67","115.50M","2.89%"
"03/20/2016","107.20","107.10","108.31","106.47","76.06M","-0.10%"
"03/13/2016","107.31","106.02","107.80","105.89","150.90M","0.83%"
"03/06/2016","106.43","105.06","106.43","103.26","162.26M","0.78%"
"02/28/2016","105.61","103.26","106.29","102.45","151.59M","2.16%"
"02/21/2016","103.38","102.49","104.31","99.72","154.90M","1.77%"
"02/14/2016","101.58","99.39","102.79","98.80","149.58M","3.68%"
"02/07/2016","97.97","96.28","98.64","94.79","350.90M","-0.10%"
"01/31/2016","98.07","103.57","104.74","97.67","259.32M","-5.77%"
"01/24/2016","104.08","103.41","104.12","100.10","231.44M","0.35%"
"01/17/2016","103.72","102.15","103.76","97.20","247.13M","2.91%"
"01/10/2016","100.79","104.73","106.17","99.46","336.52M","-3.05%"
"01/03/2016","103.96","109.37","110.12","103.85","262.22M","-7.01%"
"12/27/2015","111.80","112.26","114.48","111.45","96.32M","-0.65%"
"12/20/2015","112.53","110.81","112.84","109.99","90.11M","2.51%"
"12/13/2015","109.77","110.92","114.42","109.32","245.89M","-0.87%"
"12/06/2015","110.73","115.16","115.23","110.66","191.37M","-3.78%"
"11/29/2015","115.08","114.54","115.69","111.78","158.87M","0.73%"
"11/22/2015","114.25","114.47","114.88","112.78","70.06M","-0.15%"
"11/15/2015","114.42","109.68","114.51","109.42","146.44M","4.23%"
"11/08/2015","109.78","114.30","114.45","109.72","175.71M","-4.31%"
"11/01/2015","114.73","113.57","115.41","113.33","126.16M","1.29%"
"10/25/2015","113.27","112.64","114.02","112.21","151.64M","0.49%"
"10/18/2015","112.72","107.92","113.18","107.42","173.33M","4.31%"
"10/11/2015","108.06","106.67","108.12","105.43","139.55M","1.49%"
"10/04/2015","106.47","104.72","106.67","104.13","177.40M","2.41%"
"09/27/2015","103.96","102.43","103.96","98.70","233.51M","1.06%"
"09/20/2015","102.87","105.87","106.49","102.22","187.89M","-2.30%"
"09/13/2015","105.29","105.90","108.67","104.79","185.59M","-0.21%"
"09/06/2015","105.51","104.07","106.25","103.54","161.28M","3.33%"
"08/30/2015","102.11","104.97","105.55","100.58","251.18M","-3.27%"
"08/23/2015","105.56","94.18","105.94","84.70","449.32M","3.14%"
"08/16/2015","102.35","110.18","111.40","102.35","233.23M","-7.33%"
"08/09/2015","110.45","110.95","111.75","108.16","139.95M","0.18%"
"08/02/2015","110.25","111.91","112.94","109.34","148.26M","-1.47%"
"07/26/2015","111.89","110.41","112.43","109.73","143.78M","0.77%"
"07/19/2015","111.04","113.77","114.33","110.87","154.13M","-2.19%"
"07/12/2015","113.53","108.52","113.53","108.51","142.16M","5.52%"
"07/05/2015","107.59","107.21","108.26","105.77","163.03M","-0.28%"
"06/28/2015","107.89","108.00","108.60","106.58","127.48M","-1.21%"
"06/21/2015","109.21","110.64","111.07","108.80","103.70M","-0.56%"
"06/14/2015","109.83","107.88","110.82","107.25","141.90M","1.05%"
"06/07/2015","108.69","109.19","110.09","107.14","127.20M","-0.50%"
"05/31/2015","109.24","110.58","110.75","108.57","118.54M","-0.68%"
"05/24/2015","109.99","110.17","111.02","108.70","103.75M","-0.38%"
"05/17/2015","110.41","109.34","110.81","109.26","83.29M","0.81%"
"05/10/2015","109.52","108.70","109.95","106.74","121.92M","0.82%"
"05/03/2015","108.63","109.34","109.85","105.94","176.40M","-0.33%"
"04/26/2015","108.99","110.89","111.10","107.00","178.97M","-1.35%"
"04/19/2015","110.48","106.48","110.63","106.44","135.12M","4.28%"
"04/12/2015","105.95","107.77","108.32","105.49","125.38M","-1.62%"
"04/05/2015","107.69","104.45","107.70","104.29","109.98M","2.50%"
"03/29/2015","105.06","106.10","106.76","104.32","113.19M","-0.38%"
"03/22/2015","105.46","108.41","108.75","104.19","163.02M","-2.77%"
"03/15/2015","108.47","105.67","109.01","105.56","148.98M","3.03%"
"03/08/2015","105.28","107.57","107.93","104.63","149.43M","-1.93%"
"03/01/2015","107.35","108.55","109.36","107.08","111.16M","-0.91%"
"02/22/2015","108.34","108.29","108.88","107.99","107.10M","-0.01%"
"02/15/2015","108.35","106.85","108.41","106.59","80.99M","1.40%"
"02/08/2015","106.85","102.68","106.87","102.50","118.15M","3.66%"
"02/01/2015","103.08","101.28","104.12","99.70","166.22M","2.01%"
"01/25/2015","101.05","104.09","104.28","99.91","198.27M","-3.03%"
"01/18/2015","104.21","101.38","104.53","100.24","146.76M","3.41%"
"01/11/2015","100.77","102.77","103.57","99.31","228.01M","-1.75%"
"01/04/2015","102.57","102.44","103.60","99.57","221.93M","-0.31%"
"12/28/2014","102.89","104.88","105.19","102.39","91.36M","-1.99%"
"12/21/2014","104.98","104.10","105.20","104.04","92.24M","0.68%"
"12/14/2014","104.27","103.15","104.69","99.87","299.29M","1.61%"
"12/07/2014","102.62","105.05","105.51","102.61","212.52M","-2.56%"
"11/30/2014","105.32","105.66","105.86","104.37","151.61M","-0.59%"
"11/23/2014","105.95","104.10","106.19","104.01","71.79M","2.05%"
"11/16/2014","103.82","102.93","104.64","102.37","130.38M","0.63%"
"11/09/2014","103.17","101.60","103.23","101.33","105.14M","1.60%"
"11/02/2014","101.55","101.48","101.98","100.62","127.68M","0.20%"
"10/26/2014","101.35","98.35","101.70","97.97","194.78M","2.82%"
"10/19/2014","98.57","92.91","98.64","92.75","225.55M","6.05%"
"10/12/2014","92.95","94.24","94.94","90.19","424.21M","-1.53%"
"10/05/2014","94.39","98.42","98.71","94.37","286.20M","-3.80%"
"09/28/2014","98.12","97.75","99.25","95.92","229.47M","-0.62%"
"09/21/2014","98.73","99.69","99.83","97.65","243.36M","-1.20%"
"09/14/2014","99.93","99.54","100.51","98.00","185.47M","0.50%"
